updated_type,updated_subtype,hour,latitude,longitude,count
Accident,Unclassified,12:00,41.96,-87.74,19
Accident,Unclassified,12:00,41.86,-87.64,18
Accident,Unclassified,12:00,41.95,-87.73,17
Accident,Unclassified,12:00,41.85,-87.63,16
Accident,Unclassified,12:00,41.93,-87.7,16
Accident,Unclassified,12:00,41.97,-87.76,16
Accident,Unclassified,12:00,41.81,-87.63,15
Accident,Unclassified,13:00,41.96,-87.74,31
Accident,Unclassified,13:00,41.85,-87.64,25
Accident,Unclassified,13:00,41.88,-87.65,24
Accident,Unclassified,13:00,41.82,-87.74,21
Accident,Unclassified,13:00,41.81,-87.63,20
Accident,Unclassified,13:00,41.89,-87.65,19
Accident,Unclassified,13:00,41.95,-87.73,19
Accident,Unclassified,13:00,41.85,-87.63,18
Accident,Unclassified,13:00,41.93,-87.7,18
Accident,Unclassified,13:00,41.98,-87.79,18
Accident,Unclassified,14:00,41.81,-87.63,23
Accident,Unclassified,14:00,41.94,-87.71,23
Accident,Unclassified,14:00,41.9,-87.62,21
Accident,Unclassified,14:00,41.84,-87.63,18
Accident,Unclassified,14:00,41.82,-87.63,17
Accident,Unclassified,14:00,41.83,-87.63,17
Accident,Unclassified,14:00,41.85,-87.63,17
Accident,Unclassified,14:00,41.93,-87.7,17
Accident,Unclassified,14:00,41.97,-87.76,16
Accident,Unclassified,14:00,41.87,-87.71,15
Accident,Unclassified,15:00,41.89,-87.65,19
Accident,Unclassified,15:00,41.93,-87.7,17
Accident,Unclassified,15:00,41.88,-87.65,16
Accident,Unclassified,15:00,41.83,-87.63,14
Accident,Unclassified,15:00,41.94,-87.71,14
Accident,Unclassified,15:00,41.98,-87.78,14
Accident,Unclassified,15:00,41.82,-87.74,13
Accident,Unclassified,15:00,41.85,-87.64,13
Accident,Unclassified,15:00,41.9,-87.66,13
Accident,Unclassified,15:00,41.95,-87.72,13
Accident,Unclassified,16:00,41.9,-87.66,24
Accident,Unclassified,16:00,41.85,-87.64,21
Accident,Unclassified,16:00,41.9,-87.62,18
Accident,Unclassified,16:00,41.87,-87.64,17
Accident,Unclassified,16:00,41.86,-87.64,16
Accident,Unclassified,16:00,41.97,-87.75,16
Accident,Unclassified,16:00,41.89,-87.65,15
Accident,Unclassified,16:00,41.88,-87.65,14
Accident,Unclassified,16:00,41.89,-87.62,12
Accident,Unclassified,16:00,41.91,-87.67,12
Accident,Unclassified,17:00,41.88,-87.65,29
Accident,Unclassified,17:00,41.9,-87.66,28
Accident,Unclassified,17:00,41.9,-87.62,26
Accident,Unclassified,17:00,41.89,-87.65,22
Accident,Unclassified,17:00,41.97,-87.75,22
Accident,Unclassified,17:00,41.86,-87.64,21
Accident,Unclassified,17:00,41.85,-87.64,19
Accident,Unclassified,17:00,41.88,-87.67,18
Accident,Unclassified,17:00,41.84,-87.63,15
Accident,Unclassified,17:00,41.97,-87.76,15
Accident,Unclassified,18:00,41.88,-87.65,35
Accident,Unclassified,18:00,41.9,-87.66,23
Accident,Unclassified,18:00,41.9,-87.62,20
Accident,Unclassified,18:00,41.98,-87.75,19
Accident,Unclassified,18:00,41.84,-87.66,18
Accident,Unclassified,18:00,41.87,-87.64,18
Accident,Unclassified,18:00,41.89,-87.65,18
Accident,Unclassified,18:00,41.76,-87.63,17
Accident,Unclassified,18:00,41.86,-87.64,17
Accident,Unclassified,18:00,41.87,-87.62,17
Accident,Unclassified,19:00,41.9,-87.66,40
Accident,Unclassified,19:00,41.88,-87.65,38
Accident,Unclassified,19:00,41.84,-87.66,27
Accident,Unclassified,19:00,41.79,-87.63,25
Accident,Unclassified,19:00,41.78,-87.63,23
Accident,Unclassified,19:00,41.89,-87.65,23
Accident,Unclassified,19:00,41.96,-87.74,23
Accident,Unclassified,19:00,41.87,-87.64,22
Accident,Unclassified,19:00,41.98,-87.78,22
Accident,Unclassified,19:00,41.83,-87.7,21
Accident,Unclassified,20:00,41.9,-87.66,56
Accident,Unclassified,20:00,41.89,-87.65,55
Accident,Unclassified,20:00,41.88,-87.65,43
Accident,Unclassified,20:00,41.87,-87.64,35
Accident,Unclassified,20:00,41.86,-87.64,31
Accident,Unclassified,20:00,41.81,-87.63,27
Accident,Unclassified,20:00,41.85,-87.64,27
Accident,Unclassified,20:00,41.88,-87.62,27
Accident,Unclassified,20:00,41.9,-87.62,27
Accident,Unclassified,20:00,41.93,-87.69,27
Accident,Unclassified,21:00,41.9,-87.66,123
Accident,Unclassified,21:00,41.88,-87.65,65
Accident,Unclassified,21:00,41.89,-87.65,40
Accident,Unclassified,21:00,41.86,-87.64,36
Accident,Unclassified,21:00,41.9,-87.62,36
Accident,Unclassified,21:00,41.87,-87.64,34
Accident,Unclassified,21:00,41.88,-87.62,31
Accident,Unclassified,21:00,41.88,-87.67,30
Accident,Unclassified,21:00,41.81,-87.63,28
Accident,Unclassified,21:00,41.85,-87.64,28
Accident,Unclassified,22:00,41.88,-87.65,69
Accident,Unclassified,22:00,41.89,-87.65,41
Accident,Unclassified,22:00,41.89,-87.61,39
Accident,Unclassified,22:00,41.9,-87.66,36
Accident,Unclassified,22:00,41.9,-87.62,33
Accident,Unclassified,22:00,41.97,-87.75,33
Accident,Unclassified,22:00,41.79,-87.63,32
Accident,Unclassified,22:00,41.87,-87.64,32
Accident,Unclassified,22:00,41.87,-87.72,29
Accident,Unclassified,22:00,41.87,-87.62,28
Accident,Unclassified,23:00,41.89,-87.65,37
Accident,Unclassified,23:00,41.9,-87.66,37
Accident,Unclassified,23:00,41.88,-87.65,35
Accident,Unclassified,23:00,41.9,-87.62,31
Accident,Unclassified,23:00,41.86,-87.64,29
Accident,Unclassified,23:00,41.87,-87.64,26
Accident,Unclassified,23:00,41.79,-87.63,23
Accident,Unclassified,23:00,41.87,-87.62,22
Accident,Unclassified,23:00,41.88,-87.62,22
Accident,Unclassified,23:00,41.91,-87.63,22
Hazard,On_road,00:00,41.89,-87.65,71
Hazard,On_road,00:00,41.88,-87.65,70
Hazard,On_road,00:00,41.86,-87.64,60
Hazard,On_road,00:00,41.89,-87.61,56
Hazard,On_road,00:00,41.9,-87.66,56
Hazard,On_road,00:00,41.97,-87.75,56
Hazard,On_road,00:00,41.82,-87.74,53
Hazard,On_road,00:00,41.87,-87.64,53
Hazard,On_road,00:00,41.89,-87.63,53
Hazard,On_road,00:00,41.91,-87.66,50
Hazard,On_road,01:00,41.89,-87.65,69
Hazard,On_road,01:00,41.9,-87.66,59
Hazard,On_road,01:00,41.89,-87.62,52
Hazard,On_road,01:00,41.85,-87.64,51
Hazard,On_road,01:00,41.86,-87.64,50
Hazard,On_road,01:00,41.88,-87.67,50
Hazard,On_road,01:00,41.88,-87.65,47
Hazard,On_road,01:00,41.93,-87.69,43
Hazard,On_road,01:00,41.84,-87.63,41
Hazard,On_road,01:00,41.9,-87.62,39
Hazard,On_road,02:00,41.88,-87.67,60
Hazard,On_road,02:00,41.89,-87.65,58
Hazard,On_road,02:00,41.81,-87.63,54
Hazard,On_road,02:00,41.88,-87.65,53
Hazard,On_road,02:00,41.89,-87.64,51
Hazard,On_road,02:00,41.85,-87.64,48
Hazard,On_road,02:00,41.86,-87.64,47
Hazard,On_road,02:00,41.87,-87.64,47
Hazard,On_road,02:00,41.9,-87.66,43
Hazard,On_road,02:00,41.99,-87.71,41
Hazard,On_road,03:00,41.88,-87.67,90
Hazard,On_road,03:00,41.88,-87.65,80
Hazard,On_road,03:00,41.97,-87.75,54
Hazard,On_road,03:00,41.81,-87.63,52
Hazard,On_road,03:00,41.89,-87.65,48
Hazard,On_road,03:00,41.9,-87.66,45
Hazard,On_road,03:00,41.87,-87.64,39
Hazard,On_road,03:00,41.89,-87.64,35
Hazard,On_road,03:00,41.92,-87.67,35
Hazard,On_road,03:00,41.86,-87.64,32
Hazard,On_road,04:00,41.88,-87.65,108
Hazard,On_road,04:00,41.87,-87.64,60
Hazard,On_road,04:00,41.89,-87.65,60
Hazard,On_road,04:00,41.88,-87.67,37
Hazard,On_road,04:00,41.9,-87.66,37
Hazard,On_road,04:00,41.97,-87.75,37
Hazard,On_road,04:00,41.81,-87.63,34
Hazard,On_road,04:00,41.86,-87.64,34
Hazard,On_road,04:00,41.89,-87.64,32
Hazard,On_road,04:00,41.85,-87.64,31
Hazard,On_road,05:00,41.89,-87.65,61
Hazard,On_road,05:00,41.88,-87.65,58
Hazard,On_road,05:00,41.88,-87.67,44
Hazard,On_road,05:00,41.81,-87.63,40
Hazard,On_road,05:00,41.87,-87.65,38
Hazard,On_road,05:00,41.86,-87.64,32
Hazard,On_road,05:00,41.69,-87.6,30
Hazard,On_road,05:00,41.84,-87.63,29
Hazard,On_road,05:00,41.85,-87.64,28
Hazard,On_road,05:00,41.92,-87.67,28
Hazard,On_road,06:00,41.88,-87.67,132
Hazard,On_road,06:00,41.89,-87.65,57
Hazard,On_road,06:00,41.81,-87.63,56
Hazard,On_road,06:00,41.87,-87.73,36
Hazard,On_road,06:00,41.88,-87.65,33
Hazard,On_road,06:00,41.88,-87.66,26
Hazard,On_road,06:00,41.87,-87.64,25
Hazard,On_road,06:00,41.84,-87.63,24
Hazard,On_road,06:00,41.69,-87.6,23
Hazard,On_road,06:00,41.85,-87.64,21
Hazard,On_road,07:00,41.88,-87.67,152
Hazard,On_road,07:00,41.87,-87.73,66
Hazard,On_road,07:00,41.81,-87.63,50
Hazard,On_road,07:00,41.87,-87.65,28
Hazard,On_road,07:00,41.89,-87.65,28
Hazard,On_road,07:00,41.88,-87.66,23
Hazard,On_road,07:00,41.88,-87.65,23
Hazard,On_road,07:00,41.69,-87.6,22
Hazard,On_road,07:00,41.85,-87.64,22
Hazard,On_road,07:00,41.98,-87.81,19
Hazard,On_road,08:00,41.88,-87.67,85
Hazard,On_road,08:00,41.87,-87.73,41
Hazard,On_road,08:00,41.89,-87.65,35
Hazard,On_road,08:00,41.81,-87.63,27
Hazard,On_road,08:00,41.69,-87.6,20
Hazard,On_road,08:00,41.97,-87.76,19
Hazard,On_road,08:00,41.66,-87.59,18
Hazard,On_road,08:00,41.68,-87.6,17
Hazard,On_road,08:00,41.77,-87.63,17
Hazard,On_road,08:00,41.78,-87.63,17
Hazard,On_road,09:00,41.97,-87.76,71
Hazard,On_road,09:00,41.81,-87.63,38
Hazard,On_road,09:00,41.96,-87.74,32
Hazard,On_road,09:00,41.88,-87.67,26
Hazard,On_road,09:00,41.95,-87.73,26
Hazard,On_road,09:00,41.89,-87.65,25
Hazard,On_road,09:00,41.86,-87.64,23
Hazard,On_road,09:00,41.88,-87.65,22
Hazard,On_road,09:00,41.8,-87.63,21
Hazard,On_road,09:00,41.9,-87.66,21
Hazard,On_road,10:00,41.69,-87.6,69
Hazard,On_road,10:00,41.9,-87.62,68
Hazard,On_road,10:00,41.88,-87.67,51
Hazard,On_road,10:00,41.84,-87.63,42
Hazard,On_road,10:00,41.88,-87.65,41
Hazard,On_road,10:00,41.78,-87.63,39
Hazard,On_road,10:00,41.85,-87.64,39
Hazard,On_road,10:00,41.89,-87.65,37
Hazard,On_road,10:00,41.85,-87.62,36
Hazard,On_road,10:00,41.81,-87.63,35
Hazard,On_road,11:00,41.98,-87.81,105
Hazard,On_road,11:00,41.88,-87.67,100
Hazard,On_road,11:00,41.84,-87.63,67
Hazard,On_road,11:00,41.82,-87.74,55
Hazard,On_road,11:00,41.81,-87.63,54
Hazard,On_road,11:00,41.86,-87.64,53
Hazard,On_road,11:00,41.71,-87.59,52
Hazard,On_road,11:00,41.97,-87.79,51
Hazard,On_road,11:00,41.85,-87.64,50
Hazard,On_road,11:00,41.88,-87.65,49
Hazard,On_road,12:00,41.88,-87.67,95
Hazard,On_road,12:00,41.91,-87.63,91
Hazard,On_road,12:00,41.86,-87.64,90
Hazard,On_road,12:00,41.85,-87.71,77
Hazard,On_road,12:00,41.82,-87.74,75
Hazard,On_road,12:00,41.87,-87.64,75
Hazard,On_road,12:00,41.87,-87.62,72
Hazard,On_road,12:00,41.99,-87.66,71
Hazard,On_road,12:00,41.88,-87.65,69
Hazard,On_road,12:00,41.84,-87.63,68
Hazard,On_road,13:00,41.88,-87.67,111
Hazard,On_road,13:00,41.99,-87.66,107
Hazard,On_road,13:00,41.94,-87.71,98
Hazard,On_road,13:00,41.84,-87.63,90
Hazard,On_road,13:00,41.93,-87.7,90
Hazard,On_road,13:00,41.87,-87.64,88
Hazard,On_road,13:00,41.89,-87.65,87
Hazard,On_road,13:00,41.88,-87.63,79
Hazard,On_road,13:00,41.98,-87.69,78
Hazard,On_road,13:00,41.96,-87.75,75
Hazard,On_road,14:00,41.99,-87.66,123
Hazard,On_road,14:00,41.88,-87.67,121
Hazard,On_road,14:00,41.88,-87.62,100
Hazard,On_road,14:00,41.82,-87.74,93
Hazard,On_road,14:00,41.88,-87.68,92
Hazard,On_road,14:00,41.86,-87.64,90
Hazard,On_road,14:00,41.89,-87.65,84
Hazard,On_road,14:00,41.97,-87.75,83
Hazard,On_road,14:00,41.81,-87.63,81
Hazard,On_road,14:00,41.84,-87.63,77
Hazard,On_road,15:00,41.94,-87.71,104
Hazard,On_road,15:00,41.99,-87.66,100
Hazard,On_road,15:00,41.88,-87.67,90
Hazard,On_road,15:00,41.88,-87.65,84
Hazard,On_road,15:00,41.88,-87.68,80
Hazard,On_road,15:00,41.85,-87.64,79
Hazard,On_road,15:00,41.89,-87.62,79
Hazard,On_road,15:00,41.81,-87.63,77
Hazard,On_road,15:00,41.89,-87.65,75
Hazard,On_road,15:00,41.97,-87.75,72
Hazard,On_road,16:00,41.99,-87.66,92
Hazard,On_road,16:00,41.86,-87.64,90
Hazard,On_road,16:00,41.89,-87.65,87
Hazard,On_road,16:00,41.87,-87.64,76
Hazard,On_road,16:00,41.82,-87.74,75
Hazard,On_road,16:00,41.81,-87.63,71
Hazard,On_road,16:00,41.88,-87.65,71
Hazard,On_road,16:00,41.89,-87.61,71
Hazard,On_road,16:00,41.88,-87.68,70
Hazard,On_road,16:00,41.89,-87.62,70
Hazard,On_road,17:00,41.88,-87.67,125
Hazard,On_road,17:00,41.88,-87.65,107
Hazard,On_road,17:00,41.88,-87.62,101
Hazard,On_road,17:00,41.86,-87.64,98
Hazard,On_road,17:00,41.89,-87.65,93
Hazard,On_road,17:00,41.82,-87.74,81
Hazard,On_road,17:00,41.99,-87.66,77
Hazard,On_road,17:00,41.84,-87.63,72
Hazard,On_road,17:00,41.98,-87.69,70
Hazard,On_road,17:00,41.94,-87.71,69
Hazard,On_road,18:00,41.88,-87.67,124
Hazard,On_road,18:00,41.99,-87.66,102
Hazard,On_road,18:00,41.88,-87.68,97
Hazard,On_road,18:00,41.86,-87.64,94
Hazard,On_road,18:00,41.88,-87.65,91
Hazard,On_road,18:00,41.87,-87.64,80
Hazard,On_road,18:00,41.89,-87.65,77
Hazard,On_road,18:00,41.88,-87.62,75
Hazard,On_road,18:00,41.82,-87.74,70
Hazard,On_road,18:00,41.9,-87.66,69
Hazard,On_road,19:00,41.88,-87.62,237
Hazard,On_road,19:00,41.87,-87.64,116
Hazard,On_road,19:00,41.88,-87.65,109
Hazard,On_road,19:00,41.94,-87.71,109
Hazard,On_road,19:00,41.86,-87.64,95
Hazard,On_road,19:00,41.82,-87.74,94
Hazard,On_road,19:00,41.88,-87.67,87
Hazard,On_road,19:00,41.99,-87.66,84
Hazard,On_road,19:00,41.97,-87.75,79
Hazard,On_road,19:00,41.84,-87.63,76
Hazard,On_road,20:00,41.88,-87.65,127
Hazard,On_road,20:00,41.87,-87.64,112
Hazard,On_road,20:00,41.9,-87.66,94
Hazard,On_road,20:00,41.88,-87.67,93
Hazard,On_road,20:00,41.82,-87.74,91
Hazard,On_road,20:00,41.8,-87.66,89
Hazard,On_road,20:00,41.89,-87.65,88
Hazard,On_road,20:00,41.86,-87.64,86
Hazard,On_road,20:00,41.84,-87.63,84
Hazard,On_road,20:00,41.97,-87.75,82
Hazard,On_road,21:00,41.88,-87.62,150
Hazard,On_road,21:00,41.88,-87.65,123
Hazard,On_road,21:00,41.86,-87.64,106
Hazard,On_road,21:00,41.88,-87.67,87
Hazard,On_road,21:00,41.89,-87.65,86
Hazard,On_road,21:00,41.93,-87.7,85
Hazard,On_road,21:00,41.87,-87.64,84
Hazard,On_road,21:00,41.9,-87.62,82
Hazard,On_road,21:00,41.97,-87.75,81
Hazard,On_road,21:00,41.9,-87.66,80
Hazard,On_road,22:00,41.88,-87.67,107
Hazard,On_road,22:00,41.87,-87.64,102
Hazard,On_road,22:00,41.88,-87.65,99
Hazard,On_road,22:00,41.88,-87.62,88
Hazard,On_road,22:00,41.89,-87.65,88
Hazard,On_road,22:00,41.9,-87.62,87
Hazard,On_road,22:00,41.97,-87.76,80
Hazard,On_road,22:00,41.97,-87.75,72
Hazard,On_road,22:00,41.82,-87.74,71
Hazard,On_road,22:00,41.88,-87.64,69
Hazard,On_road,23:00,41.88,-87.65,119
Hazard,On_road,23:00,41.9,-87.62,87
Hazard,On_road,23:00,41.86,-87.64,84
Hazard,On_road,23:00,41.88,-87.67,78
Hazard,On_road,23:00,41.89,-87.61,77
Hazard,On_road,23:00,41.98,-87.69,73
Hazard,On_road,23:00,41.9,-87.66,72
Hazard,On_road,23:00,41.87,-87.64,70
Hazard,On_road,23:00,41.92,-87.67,70
Hazard,On_road,23:00,41.94,-87.71,69
Hazard,On_shoulder,00:00,41.89,-87.65,174
Hazard,On_shoulder,00:00,41.88,-87.65,167
Hazard,On_shoulder,00:00,41.8,-87.63,153
Hazard,On_shoulder,00:00,41.9,-87.66,153
Hazard,On_shoulder,00:00,41.84,-87.63,145
Hazard,On_shoulder,00:00,41.82,-87.63,133
Hazard,On_shoulder,00:00,41.97,-87.75,133
Hazard,On_shoulder,00:00,41.66,-87.59,120
Hazard,On_shoulder,00:00,41.87,-87.64,118
Hazard,On_shoulder,00:00,41.93,-87.69,117
Hazard,On_shoulder,01:00,41.89,-87.65,145
Hazard,On_shoulder,01:00,41.97,-87.75,125
Hazard,On_shoulder,01:00,41.87,-87.64,121
Hazard,On_shoulder,01:00,41.9,-87.66,118
Hazard,On_shoulder,01:00,41.88,-87.65,114
Hazard,On_shoulder,01:00,41.84,-87.63,113
Hazard,On_shoulder,01:00,41.82,-87.63,104
Hazard,On_shoulder,01:00,41.71,-87.61,103
Hazard,On_shoulder,01:00,41.66,-87.59,98
Hazard,On_shoulder,01:00,41.8,-87.63,96
Hazard,On_shoulder,02:00,41.89,-87.65,144
Hazard,On_shoulder,02:00,41.88,-87.65,142
Hazard,On_shoulder,02:00,41.66,-87.59,115
Hazard,On_shoulder,02:00,41.9,-87.66,106
Hazard,On_shoulder,02:00,41.87,-87.64,104
Hazard,On_shoulder,02:00,41.84,-87.63,98
Hazard,On_shoulder,02:00,41.71,-87.61,94
Hazard,On_shoulder,02:00,41.82,-87.63,94
Hazard,On_shoulder,02:00,41.79,-87.63,90
Hazard,On_shoulder,02:00,41.97,-87.75,86
Hazard,On_shoulder,03:00,41.89,-87.65,120
Hazard,On_shoulder,03:00,41.88,-87.65,102
Hazard,On_shoulder,03:00,41.9,-87.66,92
Hazard,On_shoulder,03:00,41.84,-87.63,90
Hazard,On_shoulder,03:00,41.87,-87.64,83
Hazard,On_shoulder,03:00,41.66,-87.59,81
Hazard,On_shoulder,03:00,41.97,-87.75,81
Hazard,On_shoulder,03:00,41.79,-87.63,71
Hazard,On_shoulder,03:00,41.83,-87.63,71
Hazard,On_shoulder,03:00,41.73,-87.62,69
Hazard,On_shoulder,04:00,41.89,-87.65,97
Hazard,On_shoulder,04:00,41.84,-87.63,79
Hazard,On_shoulder,04:00,41.88,-87.65,76
Hazard,On_shoulder,04:00,41.85,-87.63,71
Hazard,On_shoulder,04:00,41.87,-87.64,63
Hazard,On_shoulder,04:00,41.9,-87.66,59
Hazard,On_shoulder,04:00,41.72,-87.62,55
Hazard,On_shoulder,04:00,41.81,-87.63,55
Hazard,On_shoulder,04:00,41.82,-87.73,54
Hazard,On_shoulder,04:00,41.88,-87.66,54
Hazard,On_shoulder,05:00,41.82,-87.63,52
Hazard,On_shoulder,05:00,41.89,-87.65,51
Hazard,On_shoulder,05:00,41.88,-87.65,48
Hazard,On_shoulder,05:00,41.67,-87.6,47
Hazard,On_shoulder,05:00,41.87,-87.64,47
Hazard,On_shoulder,05:00,41.9,-87.66,47
Hazard,On_shoulder,05:00,41.81,-87.63,46
Hazard,On_shoulder,05:00,41.84,-87.63,45
Hazard,On_shoulder,05:00,41.71,-87.61,38
Hazard,On_shoulder,05:00,41.85,-87.63,37
Hazard,On_shoulder,06:00,41.88,-87.65,47
Hazard,On_shoulder,06:00,41.82,-87.63,42
Hazard,On_shoulder,06:00,41.89,-87.65,36
Hazard,On_shoulder,06:00,41.9,-87.66,36
Hazard,On_shoulder,06:00,41.84,-87.63,33
Hazard,On_shoulder,06:00,41.68,-87.6,31
Hazard,On_shoulder,06:00,41.71,-87.61,31
Hazard,On_shoulder,06:00,41.8,-87.63,31
Hazard,On_shoulder,06:00,41.76,-87.63,30
Hazard,On_shoulder,06:00,41.81,-87.63,30
Hazard,On_shoulder,07:00,41.68,-87.6,37
Hazard,On_shoulder,07:00,41.82,-87.63,36
Hazard,On_shoulder,07:00,41.71,-87.61,35
Hazard,On_shoulder,07:00,41.66,-87.59,30
Hazard,On_shoulder,07:00,41.85,-87.64,30
Hazard,On_shoulder,07:00,41.84,-87.63,28
Hazard,On_shoulder,07:00,41.87,-87.64,28
Hazard,On_shoulder,07:00,41.81,-87.63,27
Hazard,On_shoulder,07:00,41.83,-87.63,27
Hazard,On_shoulder,07:00,41.9,-87.66,26
Hazard,On_shoulder,08:00,41.71,-87.61,43
Hazard,On_shoulder,08:00,41.79,-87.63,31
Hazard,On_shoulder,08:00,41.82,-87.63,29
Hazard,On_shoulder,08:00,41.72,-87.62,28
Hazard,On_shoulder,08:00,41.8,-87.63,28
Hazard,On_shoulder,08:00,41.82,-87.74,26
Hazard,On_shoulder,08:00,41.97,-87.75,26
Hazard,On_shoulder,08:00,41.87,-87.64,25
Hazard,On_shoulder,08:00,41.66,-87.59,24
Hazard,On_shoulder,08:00,41.67,-87.6,24
Hazard,On_shoulder,09:00,41.82,-87.63,46
Hazard,On_shoulder,09:00,41.66,-87.59,42
Hazard,On_shoulder,09:00,41.84,-87.63,38
Hazard,On_shoulder,09:00,41.83,-87.63,37
Hazard,On_shoulder,09:00,41.71,-87.61,36
Hazard,On_shoulder,09:00,41.97,-87.75,35
Hazard,On_shoulder,09:00,41.68,-87.6,33
Hazard,On_shoulder,09:00,41.67,-87.6,32
Hazard,On_shoulder,09:00,41.78,-87.63,31
Hazard,On_shoulder,09:00,41.9,-87.66,31
Hazard,On_shoulder,10:00,41.71,-87.61,95
Hazard,On_shoulder,10:00,41.66,-87.59,83
Hazard,On_shoulder,10:00,41.82,-87.63,79
Hazard,On_shoulder,10:00,41.82,-87.73,69
Hazard,On_shoulder,10:00,41.8,-87.63,68
Hazard,On_shoulder,10:00,41.81,-87.63,67
Hazard,On_shoulder,10:00,41.97,-87.75,65
Hazard,On_shoulder,10:00,41.72,-87.62,64
Hazard,On_shoulder,10:00,41.83,-87.63,63
Hazard,On_shoulder,10:00,41.84,-87.63,62
Hazard,On_shoulder,11:00,41.84,-87.63,118
Hazard,On_shoulder,11:00,41.66,-87.59,111
Hazard,On_shoulder,11:00,41.82,-87.63,111
Hazard,On_shoulder,11:00,41.83,-87.63,107
Hazard,On_shoulder,11:00,41.81,-87.63,104
Hazard,On_shoulder,11:00,41.8,-87.63,103
Hazard,On_shoulder,11:00,41.68,-87.6,102
Hazard,On_shoulder,11:00,41.73,-87.62,99
Hazard,On_shoulder,11:00,41.82,-87.73,91
Hazard,On_shoulder,11:00,41.71,-87.61,88
Hazard,On_shoulder,12:00,41.84,-87.63,158
Hazard,On_shoulder,12:00,41.83,-87.63,157
Hazard,On_shoulder,12:00,41.82,-87.63,147
Hazard,On_shoulder,12:00,41.97,-87.75,138
Hazard,On_shoulder,12:00,41.79,-87.63,137
Hazard,On_shoulder,12:00,41.81,-87.63,137
Hazard,On_shoulder,12:00,41.82,-87.73,132
Hazard,On_shoulder,12:00,41.85,-87.63,128
Hazard,On_shoulder,12:00,41.8,-87.63,126
Hazard,On_shoulder,12:00,41.96,-87.74,121
Hazard,On_shoulder,13:00,41.82,-87.63,218
Hazard,On_shoulder,13:00,41.84,-87.63,201
Hazard,On_shoulder,13:00,41.83,-87.63,171
Hazard,On_shoulder,13:00,41.85,-87.63,168
Hazard,On_shoulder,13:00,41.81,-87.63,164
Hazard,On_shoulder,13:00,41.87,-87.73,152
Hazard,On_shoulder,13:00,41.8,-87.63,151
Hazard,On_shoulder,13:00,41.79,-87.63,148
Hazard,On_shoulder,13:00,41.96,-87.74,143
Hazard,On_shoulder,13:00,41.97,-87.75,135
Hazard,On_shoulder,14:00,41.84,-87.63,221
Hazard,On_shoulder,14:00,41.82,-87.63,212
Hazard,On_shoulder,14:00,41.83,-87.63,181
Hazard,On_shoulder,14:00,41.87,-87.73,179
Hazard,On_shoulder,14:00,41.8,-87.63,175
Hazard,On_shoulder,14:00,41.85,-87.63,166
Hazard,On_shoulder,14:00,41.81,-87.63,165
Hazard,On_shoulder,14:00,41.79,-87.63,158
Hazard,On_shoulder,14:00,41.97,-87.75,157
Hazard,On_shoulder,14:00,41.87,-87.75,150
Hazard,On_shoulder,15:00,41.84,-87.63,259
Hazard,On_shoulder,15:00,41.82,-87.63,203
Hazard,On_shoulder,15:00,41.87,-87.75,176
Hazard,On_shoulder,15:00,41.8,-87.63,168
Hazard,On_shoulder,15:00,41.83,-87.63,162
Hazard,On_shoulder,15:00,41.85,-87.63,161
Hazard,On_shoulder,15:00,41.87,-87.73,160
Hazard,On_shoulder,15:00,41.81,-87.63,155
Hazard,On_shoulder,15:00,41.87,-87.71,148
Hazard,On_shoulder,15:00,41.97,-87.75,148
Hazard,On_shoulder,16:00,41.84,-87.63,187
Hazard,On_shoulder,16:00,41.87,-87.73,159
Hazard,On_shoulder,16:00,41.9,-87.66,155
Hazard,On_shoulder,16:00,41.8,-87.63,152
Hazard,On_shoulder,16:00,41.82,-87.63,151
Hazard,On_shoulder,16:00,41.87,-87.72,151
Hazard,On_shoulder,16:00,41.81,-87.63,143
Hazard,On_shoulder,16:00,41.89,-87.65,143
Hazard,On_shoulder,16:00,41.97,-87.75,140
Hazard,On_shoulder,16:00,41.79,-87.63,139
Hazard,On_shoulder,17:00,41.84,-87.63,215
Hazard,On_shoulder,17:00,41.89,-87.65,191
Hazard,On_shoulder,17:00,41.79,-87.63,169
Hazard,On_shoulder,17:00,41.82,-87.73,166
Hazard,On_shoulder,17:00,41.87,-87.73,166
Hazard,On_shoulder,17:00,41.83,-87.63,160
Hazard,On_shoulder,17:00,41.87,-87.75,156
Hazard,On_shoulder,17:00,41.97,-87.75,156
Hazard,On_shoulder,17:00,41.82,-87.63,155
Hazard,On_shoulder,17:00,41.8,-87.63,154
Hazard,On_shoulder,18:00,41.84,-87.63,219
Hazard,On_shoulder,18:00,41.8,-87.63,201
Hazard,On_shoulder,18:00,41.82,-87.63,195
Hazard,On_shoulder,18:00,41.89,-87.65,191
Hazard,On_shoulder,18:00,41.83,-87.63,181
Hazard,On_shoulder,18:00,41.97,-87.75,179
Hazard,On_shoulder,18:00,41.88,-87.65,175
Hazard,On_shoulder,18:00,41.82,-87.73,170
Hazard,On_shoulder,18:00,41.79,-87.63,168
Hazard,On_shoulder,18:00,41.87,-87.64,166
Hazard,On_shoulder,19:00,41.84,-87.63,227
Hazard,On_shoulder,19:00,41.82,-87.63,212
Hazard,On_shoulder,19:00,41.82,-87.73,197
Hazard,On_shoulder,19:00,41.79,-87.63,190
Hazard,On_shoulder,19:00,41.78,-87.63,179
